,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
48.0,,,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\9_0205_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\15_0221_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_143332_tube4_cropped_8bits2\10_0204_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_143332_tube4_cropped_8bits2\14_0217_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\7_0801_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\15_0219_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\19_1024_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\8_0501_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_143332_tube4_cropped_8bits2\11_0208_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\11_0210_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\13_0216_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\16_0324_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\18_0824_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\16_0222_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\18_0724_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\15_0219_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\8_0204_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\9_0301_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\10_0204_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_143332_tube4_cropped_8bits2\17_0424_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\7_0801_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_143332_tube4_cropped_8bits2\12_0210_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\18_0724_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\17_0524_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\19_1024_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\12_0210_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\20_1224_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\9_0202_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\12_0210_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\14_0218_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161009_tube5_cropped_8bits2\14_0218_1_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\14_0216_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\8_0501_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\11_0207_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\15_0220_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\10_0204_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\16_0222_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\13_0215_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\10_0207_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\11_0207_0_8bits.tiff,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\17_0424_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,,,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_145019_tube2_cropped_8bits2\17_0424_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\9_0204_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\20_1224_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\14_0217_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\12_0212_0_8bits.tiff,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\16_0223_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\20_1324_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,,G:\Experiments\PTT\Spheroids\05052025\07052025 after laser\Analysis\2025-05-07_150413_tube5_cropped_8bits2\14_0216_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\18_0724_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,G:\Experiments\PTT\Spheroids\02062025_mcf7\04062025 after laser\Analysis\2025-06-04_161757_tube6_cropped_8bits2\8_0202_0_8bits.tiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
