,1,2,3,4,5,6,7,8,9,10,11,12
54.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\10_0205_0_8bits_BF.tiff,,,,,,,,,,,
55.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\12_0211_0_8bits_BF.tiff,,,,,,,,,,,
56.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\15_0219_0_8bits_BF.tiff,,,,,,,,,,,
58.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\16_0222_0_8bits_BF.tiff,,,,,,,,,,,
59.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\9_0202_0_8bits_BF.tiff,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\13_0213_0_8bits_BF.tiff,,,,,,,,,,
60.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\17_0324_0_8bits_BF.tiff,,,,,,,,,,,
63.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\10_0205_0_8bits_BF.tiff,,,,,,,,,,,
65.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\16_0222_0_8bits_BF.tiff,,,,,,,,,,,
66.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\15_0219_0_8bits_BF.tiff,,,,,,,,,,,
67.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\8_0501_0_8bits_BF.tiff,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\14_0216_0_8bits_BF.tiff,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_151929_tube3_cropped_8bits\20_1224_0_8bits_BF.tiff,,,,,,,,,
74.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\20_1124_0_8bits_BF.tiff,,,,,,,,,,,
77.0,F:\Experiments\PTT\Spheroids\01072025_mcf7\0307 after\Analysis\2025-07-03_152759_tube4_cropped_8bits\14_0216_0_8bits_BF.tiff,,,,,,,,,,,
